chrm	peak_start	peak_end	TF	peak_enrichment	prom_start	prom_end	promoter	prom_strand	distance	simple_name	class	gene
ZM4	1816465	1816466	ZMO1697	41.3182	1816476	1816477	TSS_3989	-	11	ZMO1697 (HxlR)	TF homology	ZMO1770
ZM4	1820039	1820040	ZMO1697	31.6223	1819949	1819950	TSS_3995	-	-90	ZMO1697 (HxlR)	TF homology	ZMO1773
ZM4	1820736	1820737	ZMO1697	33.8772	1820819	1820820	TSS_3998	+	-83	ZMO1697 (HxlR)	TF homology	ZMO1776
ZM4	1823961	1823962	ZMO1697	59.8151	1823956	1823957	TSS_4003	+	5	ZMO1697 (HxlR)	TF homology	ZMO1777
ZM4	1826698	1826699	ZMO1697	6.22593	1826504	1826505	TSS_4005	-	-194	ZMO1697 (HxlR)	TF homology	ZMO1778
ZM4	1849208	1849209	ZMO1697	9.54641	1849012	1849013	TSS_4085	-	-196	ZMO1697 (HxlR)	TF homology	ZMO1805
ZM4	1855023	1855024	ZMO1697	24.1004	1855211	1855212	TSS_4087	-	188	ZMO1697 (HxlR)	TF homology	ZMO1811
ZM4	1857695	1857696	ZMO1697	316.609	1857841	1857842	TSS_4089	-	146	ZMO1697 (HxlR)	TF homology	ZMO1814
ZM4	1884033	1884034	ZMO1697	4.56258	1884164	1884165	TSS_4116	-	131	ZMO1697 (HxlR)	TF homology	ZMO1841
ZM4	1884244	1884245	ZMO1697	101.571	1884164	1884165	TSS_4116	-	-80	ZMO1697 (HxlR)	TF homology	ZMO1841
ZM4	1923479	1923480	ZMO1697	14.7175	1923435	1923436	TSS_4166	-	-44	ZMO1697 (HxlR)	TF homology	ZMO1868
ZM4	1925381	1925382	ZMO1697	31.4205	1925471	1925472	TSS_4168	-	90	ZMO1697 (HxlR)	TF homology	ZMO1870
ZM4	1926414	1926415	ZMO1697	54.432	1926411	1926412	TSS_4172	-	-3	ZMO1697 (HxlR)	TF homology	ZMO1871
ZM4	1929862	1929863	ZMO1697	45.3158	1929860	1929861	TSS_4191	+	2	ZMO1697 (HxlR)	TF homology	ZMO1878
ZM4	1934724	1934725	ZMO1697	116.42	1934616	1934617	TSS_4217	+	108	ZMO1697 (HxlR)	TF homology	ZMO1882
ZM4	1955746	1955747	ZMO1697	1.32124	1955546	1955547	TSS_4261	-	-200	ZMO1697 (HxlR)	TF homology	ZMO1902
ZM4	1959026	1959027	ZMO1697	12.2532	1958887	1958888	TSS_4269	-	-139	ZMO1697 (HxlR)	TF homology	ZMO1906
ZM4	1962027	1962028	ZMO1697	20.4622	1961931	1961932	TSS_4277	-	-96	ZMO1697 (HxlR)	TF homology	ZMO1907
ZM4	1963185	1963186	ZMO1697	25.2762	1963336	1963337	TSS_4291	+	-151	ZMO1697 (HxlR)	TF homology	ZMO1911
ZM4	1971141	1971142	ZMO1697	14.3154	1971103	1971104	TSS_4309	-	-38	ZMO1697 (HxlR)	TF homology	ZMO1917
ZM4	1980036	1980037	ZMO1697	10.498	1980115	1980116	TSS_4328	-	79	ZMO1697 (HxlR)	TF homology	ZMO1924
ZM4	1982229	1982230	ZMO1697	123.522	1982248	1982249	TSS_4331	-	19	ZMO1697 (HxlR)	TF homology	ZMO1925
ZM4	1994262	1994263	ZMO1697	6.1522	1994250	1994251	TSS_4371	-	-12	ZMO1697 (HxlR)	TF homology	ZMO1934
ZM4	1994510	1994511	ZMO1697	47.7697	1994502	1994503	TSS_4372	-	-8	ZMO1697 (HxlR)	TF homology	ZMO2033
ZM4	2017216	2017217	ZMO1697	10.4047	2017407	2017408	TSS_4390	-	191	ZMO1697 (HxlR)	TF homology	ZMO1958
ZM4	2058270	2058271	ZMO1697	28.9155	2058164	2058165	TSS_4428	-	-106	ZMO1697 (HxlR)	TF homology	ZMO1998
pZM32	11819	11820	ZMO1697	26.1615	11969	11970	TSS_4449	+	-150	ZMO1697 (HxlR)	TF homology	ZMOp32x010
pZM33	24989	24990	ZMO1697	50.0232	24893	24894	TSS_4559	-	-96	ZMO1697 (HxlR)	TF homology	ZMOp33x027
pZM36	22574	22575	ZMO1697	4.00656	22455	22456	TSS_4594	-	-119	ZMO1697 (HxlR)	TF homology	ZMOp36x029
pZM36	24392	24393	ZMO1697	22.3243	24219	24220	TSS_4602	-	-173	ZMO1697 (HxlR)	TF homology	ZMOp36x032
pZM39	34763	34764	ZMO1697	64.7129	34728	34729	TSS_4648	-	-35	ZMO1697 (HxlR)	TF homology	ZMOp39x030
ZM4	1204520	1204521	ZMO1733	12.7212	1204323	1204324	TSS_2670	-	-197	ZMO1733 (OxyR)	TF homology	ZMO1182
ZM4	1459699	1459700	ZMO1733	41.7902	1459607	1459608	TSS_3260	-	-92	ZMO1733 (OxyR)	TF homology	ZMO1440
ZM4	1779225	1779226	ZMO1733	18.9676	1779238	1779239	TSS_3900	+	-13	ZMO1733 (OxyR)	TF homology	ZMO1733
ZM4	1797869	1797870	ZMO1733	16158.7	1797947	1797948	TSS_3957	+	-78	ZMO1733 (OxyR)	TF homology	ZMO1753
ZM4	17384	17385	ZMO1787	333.626	17332	17333	TSS_0016	+	52	ZMO1787 (0.93)	Predicted DBD	ZMO0015
ZM4	37884	37885	ZMO1787	105.469	37928	37929	TSS_0035	+	-44	ZMO1787 (0.93)	Predicted DBD	ZMO0035
ZM4	39763	39764	ZMO1787	927.285	39800	39801	TSS_0043	-	37	ZMO1787 (0.93)	Predicted DBD	ZMO0037
ZM4	53000	53001	ZMO1787	23.5351	52847	52848	TSS_0067	-	-153	ZMO1787 (0.93)	Predicted DBD	ZMO0056
ZM4	57420	57421	ZMO1787	321.859	57608	57609	TSS_0074	-	188	ZMO1787 (0.93)	Predicted DBD	ZMO0062
ZM4	71462	71463	ZMO1787	191.076	71485	71486	TSS_0095	-	23	ZMO1787 (0.93)	Predicted DBD	ZMO0081
ZM4	74878	74879	ZMO1787	101.158	74906	74907	TSS_0098	-	28	ZMO1787 (0.93)	Predicted DBD	ZMO0084
ZM4	75130	75131	ZMO1787	125.881	74934	74935	TSS_0099	-	-196	ZMO1787 (0.93)	Predicted DBD	ZMO0084
ZM4	79604	79605	ZMO1787	614.6	79614	79615	TSS_0101	-	10	ZMO1787 (0.93)	Predicted DBD	ZMO0087
ZM4	91216	91217	ZMO1787	726.979	91307	91308	TSS_0118	+	-91	ZMO1787 (0.93)	Predicted DBD	ZMO0105
ZM4	108585	108586	ZMO1787	269.464	108585	108586	TSS_0151	+	0	ZMO1787 (0.93)	Predicted DBD	ZMO0121
ZM4	115724	115725	ZMO1787	1215.84	115697	115698	TSS_0163	-	-27	ZMO1787 (0.93)	Predicted DBD	ZMO0127
ZM4	118683	118684	ZMO1787	148.458	118565	118566	TSS_0168	-	-118	ZMO1787 (0.93)	Predicted DBD	ZMO0128
ZM4	121934	121935	ZMO1787	45.6905	121810	121811	TSS_0174	+	124	ZMO1787 (0.93)	Predicted DBD	ZMO0133
ZM4	130024	130025	ZMO1787	1105.04	129849	129850	TSS_0193	-	-175	ZMO1787 (0.93)	Predicted DBD	ZMO0139
ZM4	130499	130500	ZMO1787	10.8898	130434	130435	TSS_0194	-	-65	ZMO1787 (0.93)	Predicted DBD	ZMO0140
ZM4	130684	130685	ZMO1787	111.788	130630	130631	TSS_0196	+	54	ZMO1787 (0.93)	Predicted DBD	ZMO0142
ZM4	132116	132117	ZMO1787	40.6297	132249	132250	TSS_0198	+	-133	ZMO1787 (0.93)	Predicted DBD	ZMO0144
ZM4	137184	137185	ZMO1787	1153.3	137247	137248	TSS_0201	-	63	ZMO1787 (0.93)	Predicted DBD	ZMO0148
ZM4	140465	140466	ZMO1787	1226.64	140512	140513	TSS_0207	-	47	ZMO1787 (0.93)	Predicted DBD	ZMO0152
ZM4	145771	145772	ZMO1787	174.884	145844	145845	TSS_0236	+	-73	ZMO1787 (0.93)	Predicted DBD	ZMO0160
ZM4	145980	145981	ZMO1787	53.8644	145844	145845	TSS_0236	+	136	ZMO1787 (0.93)	Predicted DBD	ZMO0160
ZM4	149265	149266	ZMO1787	96.3396	149242	149243	TSS_0242	+	23	ZMO1787 (0.93)	Predicted DBD	ZMO0165
ZM4	150327	150328	ZMO1787	30.972	150353	150354	TSS_0243	+	-26	ZMO1787 (0.93)	Predicted DBD	ZMO0166
ZM4	150606	150607	ZMO1787	179.122	150695	150696	TSS_0245	+	-89	ZMO1787 (0.93)	Predicted DBD	ZMO0166
ZM4	161174	161175	ZMO1787	223.544	161161	161162	TSS_0285	-	-13	ZMO1787 (0.93)	Predicted DBD	ZMO0174
ZM4	161420	161421	ZMO1787	422.783	161444	161445	TSS_0287	+	-24	ZMO1787 (0.93)	Predicted DBD	ZMO0176
ZM4	163301	163302	ZMO1787	157.763	163365	163366	TSS_0290	+	-64	ZMO1787 (0.93)	Predicted DBD	ZMO0177
ZM4	163570	163571	ZMO1787	680.595	163694	163695	TSS_0292	+	-124	ZMO1787 (0.93)	Predicted DBD	ZMO0177
ZM4	169367	169368	ZMO1787	172.836	169342	169343	TSS_0332	-	-25	ZMO1787 (0.93)	Predicted DBD	ZMO0180
ZM4	194463	194464	ZMO1787	1841.41	194458	194459	TSS_0396	-	-5	ZMO1787 (0.93)	Predicted DBD	ZMO0199
ZM4	196116	196117	ZMO1787	125.915	196200	196201	TSS_0398	-	84	ZMO1787 (0.93)	Predicted DBD	ZMO0201
ZM4	196258	196259	ZMO1787	6.27606	196200	196201	TSS_0398	-	-58	ZMO1787 (0.93)	Predicted DBD	ZMO0201
ZM4	197248	197249	ZMO1787	193.806	197126	197127	TSS_0402	+	122	ZMO1787 (0.93)	Predicted DBD	ZMO0202
ZM4	204654	204655	ZMO1787	7.3293	204633	204634	TSS_0410	-	-21	ZMO1787 (0.93)	Predicted DBD	ZMO0209
ZM4	216809	216810	ZMO1787	857.031	216845	216846	TSS_0429	+	-36	ZMO1787 (0.93)	Predicted DBD	ZMO0221
ZM4	219883	219884	ZMO1787	20.547	219888	219889	TSS_0434	-	5	ZMO1787 (0.93)	Predicted DBD	ZMO0224
ZM4	234144	234145	ZMO1787	12.235900000000001	234091	234092	TSS_0457	+	53	ZMO1787 (0.93)	Predicted DBD	ZMO0238
ZM4	234263	234264	ZMO1787	19.6165	234091	234092	TSS_0457	+	172	ZMO1787 (0.93)	Predicted DBD	ZMO0238
ZM4	235992	235993	ZMO1787	375.136	235955	235956	TSS_0464	+	37	ZMO1787 (0.93)	Predicted DBD	ZMO0240
ZM4	237181	237182	ZMO1787	21.7572	237179	237180	TSS_0468	+	2	ZMO1787 (0.93)	Predicted DBD	ZMO0241
ZM4	238456	238457	ZMO1787	22.0696	238508	238509	TSS_0469	+	-52	ZMO1787 (0.93)	Predicted DBD	ZMO0242
ZM4	241235	241236	ZMO1787	66.9729	241186	241187	TSS_0487	-	-49	ZMO1787 (0.93)	Predicted DBD	ZMO0244
ZM4	242785	242786	ZMO1787	138.18	242970	242971	TSS_0489	+	-185	ZMO1787 (0.93)	Predicted DBD	ZMO0249
ZM4	266502	266503	ZMO1787	356.17	266314	266315	TSS_0529	-	-188	ZMO1787 (0.93)	Predicted DBD	ZMO0263
ZM4	270796	270797	ZMO1787	21.6983	270955	270956	TSS_0534	-	159	ZMO1787 (0.93)	Predicted DBD	ZMO0266
ZM4	270955	270956	ZMO1787	70.3805	270955	270956	TSS_0534	-	0	ZMO1787 (0.93)	Predicted DBD	ZMO0266
ZM4	274018	274019	ZMO1787	37.7649	273919	273920	TSS_0537	-	-99	ZMO1787 (0.93)	Predicted DBD	ZMO0268
ZM4	276998	276999	ZMO1787	384.526	277111	277112	TSS_0539	+	-113	ZMO1787 (0.93)	Predicted DBD	ZMO0271
ZM4	282791	282792	ZMO1787	154.768	282731	282732	TSS_0547	-	-60	ZMO1787 (0.93)	Predicted DBD	ZMO0275
ZM4	285079	285080	ZMO1787	18.129	285049	285050	TSS_0563	-	-30	ZMO1787 (0.93)	Predicted DBD	ZMO0278
ZM4	293580	293581	ZMO1787	401.29	293575	293576	TSS_0576	+	5	ZMO1787 (0.93)	Predicted DBD	ZMO0287
ZM4	294409	294410	ZMO1787	651.282	294294	294295	TSS_0581	-	-115	ZMO1787 (0.93)	Predicted DBD	ZMO0286
ZM4	294737	294738	ZMO1787	5.96533	294766	294767	TSS_0582	+	-29	ZMO1787 (0.93)	Predicted DBD	ZMO0290
ZM4	294944	294945	ZMO1787	344.78	294766	294767	TSS_0582	+	178	ZMO1787 (0.93)	Predicted DBD	ZMO0290
ZM4	301009	301010	ZMO1787	26.429	301158	301159	TSS_0595	+	-149	ZMO1787 (0.93)	Predicted DBD	ZMO0297
ZM4	303411	303412	ZMO1787	769.788	303405	303406	TSS_0596	-	-6	ZMO1787 (0.93)	Predicted DBD	ZMO0298
ZM4	304481	304482	ZMO1787	109.779	304584	304585	TSS_0597	+	-103	ZMO1787 (0.93)	Predicted DBD	ZMO0300
ZM4	312565	312566	ZMO1787	52.8653	312500	312501	TSS_0603	+	65	ZMO1787 (0.93)	Predicted DBD	ZMO0309
ZM4	320074	320075	ZMO1787	115.085	320224	320225	TSS_0623	+	-150	ZMO1787 (0.93)	Predicted DBD	ZMO0321
ZM4	325272	325273	ZMO1787	176.148	325382	325383	TSS_0632	+	-110	ZMO1787 (0.93)	Predicted DBD	ZMO0325
ZM4	334267	334268	ZMO1787	71.7382	334246	334247	TSS_0652	+	21	ZMO1787 (0.93)	Predicted DBD	ZMO0339
ZM4	346770	346771	ZMO1787	36.1901	346690	346691	TSS_0687	+	80	ZMO1787 (0.93)	Predicted DBD	ZMO0351
ZM4	352049	352050	ZMO1787	21.9873	352110	352111	TSS_0690	+	-61	ZMO1787 (0.93)	Predicted DBD	ZMO0352
ZM4	352281	352282	ZMO1787	332.15	352155	352156	TSS_0692	+	126	ZMO1787 (0.93)	Predicted DBD	ZMO0352
ZM4	353455	353456	ZMO1787	29.2889	353419	353420	TSS_0694	+	36	ZMO1787 (0.93)	Predicted DBD	ZMO0353
ZM4	359154	359155	ZMO1787	210.814	359278	359279	TSS_0705	+	-124	ZMO1787 (0.93)	Predicted DBD	ZMO0357
ZM4	359377	359378	ZMO1787	45.9507	359278	359279	TSS_0705	+	99	ZMO1787 (0.93)	Predicted DBD	ZMO0357
ZM4	359619	359620	ZMO1787	145.079	359813	359814	TSS_0706	+	-194	ZMO1787 (0.93)	Predicted DBD	ZMO0359
ZM4	359813	359814	ZMO1787	84.8123	359813	359814	TSS_0706	+	0	ZMO1787 (0.93)	Predicted DBD	ZMO0359
ZM4	360104	360105	ZMO1787	666.294	360122	360123	TSS_0707	+	-18	ZMO1787 (0.93)	Predicted DBD	ZMO0359
ZM4	362166	362167	ZMO1787	43.377	361997	361998	TSS_0709	+	169	ZMO1787 (0.93)	Predicted DBD	ZMO0360
ZM4	363874	363875	ZMO1787	70.5398	363690	363691	TSS_0711	+	184	ZMO1787 (0.93)	Predicted DBD	ZMO0361
ZM4	367387	367388	ZMO1787	9.55715	367275	367276	TSS_0720	+	112	ZMO1787 (0.93)	Predicted DBD	ZMO0363
ZM4	370638	370639	ZMO1787	103.034	370589	370590	TSS_0722	+	49	ZMO1787 (0.93)	Predicted DBD	ZMO0366
ZM4	370947	370948	ZMO1787	36.5955	370955	370956	TSS_0731	+	-8	ZMO1787 (0.93)	Predicted DBD	ZMO0366
ZM4	373358	373359	ZMO1787	117.081	373457	373458	TSS_0747	+	-99	ZMO1787 (0.93)	Predicted DBD	ZMO0368
ZM4	373859	373860	ZMO1787	153.843	373881	373882	TSS_0754	+	-22	ZMO1787 (0.93)	Predicted DBD	ZMO0368
ZM4	374006	374007	ZMO1787	598.813	373959	373960	TSS_0756	+	47	ZMO1787 (0.93)	Predicted DBD	ZMO0368
ZM4	376013	376014	ZMO1787	37.8182	376022	376023	TSS_0767	+	-9	ZMO1787 (0.93)	Predicted DBD	ZMO0369
ZM4	385681	385682	ZMO1787	64.3344	385497	385498	TSS_0790	-	-184	ZMO1787 (0.93)	Predicted DBD	ZMO0376
ZM4	389984	389985	ZMO1787	741.122	390011	390012	TSS_0792	+	-27	ZMO1787 (0.93)	Predicted DBD	ZMO0381
ZM4	397700	397701	ZMO1787	726.552	397722	397723	TSS_0795	+	-22	ZMO1787 (0.93)	Predicted DBD	ZMO0395
ZM4	407715	407716	ZMO1787	138.238	407681	407682	TSS_0811	+	34	ZMO1787 (0.93)	Predicted DBD	ZMO0405
ZM4	410979	410980	ZMO1787	272.813	410956	410957	TSS_0820	+	23	ZMO1787 (0.93)	Predicted DBD	ZMO0407
ZM4	411056	411057	ZMO1787	229.212	411060	411061	TSS_0821	+	-4	ZMO1787 (0.93)	Predicted DBD	ZMO0407
ZM4	431896	431897	ZMO1787	213.102	432046	432047	TSS_0846	+	-150	ZMO1787 (0.93)	Predicted DBD	ZMO0431
ZM4	433764	433765	ZMO1787	476.385	433937	433938	TSS_0852	-	173	ZMO1787 (0.93)	Predicted DBD	ZMO0432
ZM4	437913	437914	ZMO1787	310.126	437845	437846	TSS_0861	+	68	ZMO1787 (0.93)	Predicted DBD	ZMO0440
ZM4	438585	438586	ZMO1787	991.05	438572	438573	TSS_0863	+	13	ZMO1787 (0.93)	Predicted DBD	ZMO0442
ZM4	441078	441079	ZMO1787	361.916	440988	440989	TSS_0869	+	90	ZMO1787 (0.93)	Predicted DBD	ZMO0444
ZM4	446324	446325	ZMO1787	61.3194	446368	446369	TSS_0880	-	44	ZMO1787 (0.93)	Predicted DBD	ZMO0448
ZM4	446924	446925	ZMO1787	507.276	446871	446872	TSS_0900	+	53	ZMO1787 (0.93)	Predicted DBD	ZMO0449
ZM4	452624	452625	ZMO1787	229.198	452586	452587	TSS_0909	+	38	ZMO1787 (0.93)	Predicted DBD	ZMO0456
ZM4	452795	452796	ZMO1787	632.222	452669	452670	TSS_0910	+	126	ZMO1787 (0.93)	Predicted DBD	ZMO0456
ZM4	460639	460640	ZMO1787	168.241	460647	460648	TSS_0926	-	8	ZMO1787 (0.93)	Predicted DBD	ZMO0465
ZM4	466806	466807	ZMO1787	163.853	466854	466855	TSS_0950	-	48	ZMO1787 (0.93)	Predicted DBD	ZMO0472
ZM4	470732	470733	ZMO1787	172.802	470768	470769	TSS_0956	+	-36	ZMO1787 (0.93)	Predicted DBD	ZMO0478
ZM4	483510	483511	ZMO1787	37.0065	483504	483505	TSS_0990	-	-6	ZMO1787 (0.93)	Predicted DBD	ZMO0488
ZM4	488285	488286	ZMO1787	146.766	488226	488227	TSS_1017	+	59	ZMO1787 (0.93)	Predicted DBD	ZMO0493
ZM4	489771	489772	ZMO1787	32.2483	489902	489903	TSS_1022	+	-131	ZMO1787 (0.93)	Predicted DBD	ZMO0494
ZM4	497678	497679	ZMO1787	73.1495	497665	497666	TSS_1028	-	-13	ZMO1787 (0.93)	Predicted DBD	ZMO0496
ZM4	515980	515981	ZMO1787	226.921	515948	515949	TSS_1070	+	32	ZMO1787 (0.93)	Predicted DBD	ZMO0514
ZM4	516792	516793	ZMO1787	612.017	516633	516634	TSS_1073	+	159	ZMO1787 (0.93)	Predicted DBD	ZMO0515
ZM4	518998	518999	ZMO1787	60.2304	518854	518855	TSS_1098	+	144	ZMO1787 (0.93)	Predicted DBD	ZMO0516
ZM4	521628	521629	ZMO1787	84.442	521650	521651	TSS_1124	+	-22	ZMO1787 (0.93)	Predicted DBD	ZMO0519
ZM4	523033	523034	ZMO1787	359.982	523094	523095	TSS_1132	+	-61	ZMO1787 (0.93)	Predicted DBD	ZMO2004
ZM4	525774	525775	ZMO1787	189.047	525729	525730	TSS_1168	+	45	ZMO1787 (0.93)	Predicted DBD	ZMO0527
ZM4	526036	526037	ZMO1787	335.336	526060	526061	TSS_1169	+	-24	ZMO1787 (0.93)	Predicted DBD	ZMO0528
ZM4	527138	527139	ZMO1787	117.935	527107	527108	TSS_1177	+	31	ZMO1787 (0.93)	Predicted DBD	ZMO0530
ZM4	528842	528843	ZMO1787	89.9756	528932	528933	TSS_1182	+	-90	ZMO1787 (0.93)	Predicted DBD	ZMO0534
ZM4	529380	529381	ZMO1787	15.7198	529504	529505	TSS_1189	+	-124	ZMO1787 (0.93)	Predicted DBD	ZMO0536
ZM4	533061	533062	ZMO1787	283.342	533031	533032	TSS_1210	+	30	ZMO1787 (0.93)	Predicted DBD	ZMO0540
ZM4	535531	535532	ZMO1787	29.2331	535519	535520	TSS_1232	+	12	ZMO1787 (0.93)	Predicted DBD	ZMO0543
ZM4	542772	542773	ZMO1787	212.988	542697	542698	TSS_1247	+	75	ZMO1787 (0.93)	Predicted DBD	Zms13
ZM4	543466	543467	ZMO1787	34.1417	543526	543527	TSS_1287	-	60	ZMO1787 (0.93)	Predicted DBD	ZMO2050
ZM4	545502	545503	ZMO1787	233.063	545686	545687	TSS_1290	-	184	ZMO1787 (0.93)	Predicted DBD	ZMO0548
ZM4	550293	550294	ZMO1787	172.039	550473	550474	TSS_1308	-	180	ZMO1787 (0.93)	Predicted DBD	ZMO0553
ZM4	553648	553649	ZMO1787	50.2281	553623	553624	TSS_1310	-	-25	ZMO1787 (0.93)	Predicted DBD	ZMO0554
ZM4	556428	556429	ZMO1787	1.7855	556627	556628	TSS_1327	-	199	ZMO1787 (0.93)	Predicted DBD	ZMO0557
ZM4	564456	564457	ZMO1787	63.0893	564414	564415	TSS_1340	+	42	ZMO1787 (0.93)	Predicted DBD	ZMO0564
ZM4	591269	591270	ZMO1787	178.13	591218	591219	TSS_1382	-	-51	ZMO1787 (0.93)	Predicted DBD	ZMO0587
ZM4	593944	593945	ZMO1787	263.713	593832	593833	TSS_1387	+	112	ZMO1787 (0.93)	Predicted DBD	ZMO0591
ZM4	599081	599082	ZMO1787	266.736	599110	599111	TSS_1401	+	-29	ZMO1787 (0.93)	Predicted DBD	ZMO0599
ZM4	607115	607116	ZMO1787	63.5173	607071	607072	TSS_1410	-	-44	ZMO1787 (0.93)	Predicted DBD	ZMO0604
ZM4	610948	610949	ZMO1787	39.5536	610960	610961	TSS_1419	-	12	ZMO1787 (0.93)	Predicted DBD	ZMO0608
ZM4	611096	611097	ZMO1787	47.2035	610960	610961	TSS_1419	-	-136	ZMO1787 (0.93)	Predicted DBD	ZMO0608
ZM4	611674	611675	ZMO1787	108.567	611624	611625	TSS_1420	-	-50	ZMO1787 (0.93)	Predicted DBD	ZMO0609
ZM4	612331	612332	ZMO1787	345.929	612164	612165	TSS_1422	-	-167	ZMO1787 (0.93)	Predicted DBD	ZMO0609
ZM4	612703	612704	ZMO1787	3.01228	612724	612725	TSS_1425	-	21	ZMO1787 (0.93)	Predicted DBD	ZMO0610
ZM4	618196	618197	ZMO1787	30.9621	618091	618092	TSS_1438	+	105	ZMO1787 (0.93)	Predicted DBD	ZMO0622
ZM4	621378	621379	ZMO1787	94.9911	621261	621262	TSS_1446	+	117	ZMO1787 (0.93)	Predicted DBD	ZMO0625
ZM4	625297	625298	ZMO1787	155.993	625384	625385	TSS_1453	-	87	ZMO1787 (0.93)	Predicted DBD	ZMO0629
ZM4	625951	625952	ZMO1787	806.56	625945	625946	TSS_1456	+	6	ZMO1787 (0.93)	Predicted DBD	ZMO0631
ZM4	629428	629429	ZMO1787	968.649	629308	629309	TSS_1459	+	120	ZMO1787 (0.93)	Predicted DBD	ZMO0635
ZM4	632798	632799	ZMO1787	521.727	632715	632716	TSS_1462	+	83	ZMO1787 (0.93)	Predicted DBD	ZMO0638
ZM4	638768	638769	ZMO1787	234.823	638856	638857	TSS_1469	+	-88	ZMO1787 (0.93)	Predicted DBD	ZMO0649
ZM4	641237	641238	ZMO1787	1173.85	641037	641038	TSS_1471	+	200	ZMO1787 (0.93)	Predicted DBD	ZMO0651
ZM4	653124	653125	ZMO1787	7.36118	653068	653069	TSS_1497	+	56	ZMO1787 (0.93)	Predicted DBD	ZMO0660
ZM4	654952	654953	ZMO1787	18.4477	655078	655079	TSS_1506	+	-126	ZMO1787 (0.93)	Predicted DBD	ZMO0661
ZM4	655052	655053	ZMO1787	91.2211	655078	655079	TSS_1506	+	-26	ZMO1787 (0.93)	Predicted DBD	ZMO0661
ZM4	663248	663249	ZMO1787	269.339	663249	663250	TSS_1524	+	-1	ZMO1787 (0.93)	Predicted DBD	ZMO2005
ZM4	663718	663719	ZMO1787	608.772	663608	663609	TSS_1533	+	110	ZMO1787 (0.93)	Predicted DBD	ZMO0667
ZM4	670599	670600	ZMO1787	86.887200000000007	670663	670664	TSS_1550	-	64	ZMO1787 (0.93)	Predicted DBD	ZMO0675
ZM4	671422	671423	ZMO1787	15.0647	671607	671608	TSS_1551	-	185	ZMO1787 (0.93)	Predicted DBD	ZMO0676
ZM4	672110	672111	ZMO1787	41.8329	672208	672209	TSS_1555	-	98	ZMO1787 (0.93)	Predicted DBD	ZMO0676
ZM4	673577	673578	ZMO1787	435.286	673600	673601	TSS_1559	-	23	ZMO1787 (0.93)	Predicted DBD	ZMO0678
ZM4	686160	686161	ZMO1787	39.4693	686349	686350	TSS_1568	-	189	ZMO1787 (0.93)	Predicted DBD	ZMO0688
ZM4	686305	686306	ZMO1787	21.8356	686349	686350	TSS_1568	-	44	ZMO1787 (0.93)	Predicted DBD	ZMO0688
ZM4	686410	686411	ZMO1787	16.3858	686355	686356	TSS_1569	-	-55	ZMO1787 (0.93)	Predicted DBD	ZMO0688
ZM4	689724	689725	ZMO1787	204.111	689612	689613	TSS_1577	-	-112	ZMO1787 (0.93)	Predicted DBD	ZMO0691
ZM4	692880	692881	ZMO1787	79.3078	692837	692838	TSS_1588	-	-43	ZMO1787 (0.93)	Predicted DBD	ZMO0693
ZM4	693653	693654	ZMO1787	251.271	693748	693749	TSS_1591	-	95	ZMO1787 (0.93)	Predicted DBD	ZMO0694
ZM4	693807	693808	ZMO1787	17.7157	693748	693749	TSS_1591	-	-59	ZMO1787 (0.93)	Predicted DBD	ZMO0694
ZM4	703998	703999	ZMO1787	158.252	703984	703985	TSS_1605	-	-14	ZMO1787 (0.93)	Predicted DBD	ZMO0704
ZM4	707344	707345	ZMO1787	91.8458	707345	707346	TSS_1607	+	-1	ZMO1787 (0.93)	Predicted DBD	ZMO0710
ZM4	707628	707629	ZMO1787	67.4276	707658	707659	TSS_1608	-	30	ZMO1787 (0.93)	Predicted DBD	ZMO0709
ZM4	707815	707816	ZMO1787	13.7881	707769	707770	TSS_1612	-	-46	ZMO1787 (0.93)	Predicted DBD	ZMO0709
ZM4	707952	707953	ZMO1787	74.8964	707769	707770	TSS_1612	-	-183	ZMO1787 (0.93)	Predicted DBD	ZMO0709
ZM4	711772	711773	ZMO1787	32.7789	711827	711828	TSS_1619	+	-55	ZMO1787 (0.93)	Predicted DBD	ZMO0713
ZM4	714217	714218	ZMO1787	513.478	714298	714299	TSS_1620	+	-81	ZMO1787 (0.93)	Predicted DBD	ZMO0715
ZM4	716579	716580	ZMO1787	88.1183	716449	716450	TSS_1624	+	130	ZMO1787 (0.93)	Predicted DBD	ZMO0716
ZM4	720440	720441	ZMO1787	441.381	720584	720585	TSS_1634	+	-144	ZMO1787 (0.93)	Predicted DBD	ZMO0721
ZM4	720720	720721	ZMO1787	52.7987	720584	720585	TSS_1634	+	136	ZMO1787 (0.93)	Predicted DBD	ZMO0721
ZM4	721353	721354	ZMO1787	382.782	721303	721304	TSS_1637	+	50	ZMO1787 (0.93)	Predicted DBD	ZMO0722
ZM4	723827	723828	ZMO1787	295.758	723850	723851	TSS_1645	+	-23	ZMO1787 (0.93)	Predicted DBD	ZMOt013
ZM4	725781	725782	ZMO1787	24.0058	725915	725916	TSS_1660	+	-134	ZMO1787 (0.93)	Predicted DBD	ZMO0727
ZM4	726723	726724	ZMO1787	1032.11	726746	726747	TSS_1667	+	-23	ZMO1787 (0.93)	Predicted DBD	ZMO0728
ZM4	727563	727564	ZMO1787	742.921	727586	727587	TSS_1676	+	-23	ZMO1787 (0.93)	Predicted DBD	ZMO0731
