chrm	peak_start	peak_end	TF	peak_enrichment	gene_start	gene	gene_strand	distance	simple_name	class
ZM4	320074	320075	ZMO1787	115.085	319950	ZMO1_ZMOt004	-	-124	ZMO1787 (0.93)	Predicted DBD
ZM4	325003	325004	ZMO1787	29.8066	325021	lspA	+	-18	ZMO1787 (0.93)	Predicted DBD
ZM4	325732	325733	ZMO1787	49.8537	325630	ZMO1_ZMO0325	+	102	ZMO1787 (0.93)	Predicted DBD
ZM4	334267	334268	ZMO1787	71.7382	334276	exoC	+	-9	ZMO1787 (0.93)	Predicted DBD
ZM4	344007	344008	ZMO1787	93.0842	343859	hflX	+	148	ZMO1787 (0.93)	Predicted DBD
ZM4	346770	346771	ZMO1787	36.1901	346817	ZMO1_ZMO0351	+	-47	ZMO1787 (0.93)	Predicted DBD
ZM4	346978	346979	ZMO1787	786.234	346817	ZMO1_ZMO0351	+	161	ZMO1787 (0.93)	Predicted DBD
ZM4	352049	352050	ZMO1787	21.9873	352177	ZMO1_ZMO0352	+	-128	ZMO1787 (0.93)	Predicted DBD
ZM4	352281	352282	ZMO1787	332.15	352177	ZMO1_ZMO0352	+	104	ZMO1787 (0.93)	Predicted DBD
ZM4	359377	359378	ZMO1787	45.9507	359486	ZMO1_ZMO0357	+	-109	ZMO1787 (0.93)	Predicted DBD
ZM4	359619	359620	ZMO1787	145.079	359486	ZMO1_ZMO0357	+	133	ZMO1787 (0.93)	Predicted DBD
ZM4	360104	360105	ZMO1787	666.294	360165	mrdA	+	-61	ZMO1787 (0.93)	Predicted DBD
ZM4	362166	362167	ZMO1787	43.377	362108	mrdB	+	58	ZMO1787 (0.93)	Predicted DBD
ZM4	363874	363875	ZMO1787	70.5398	363839	ZMO1_ZMO0361	+	35	ZMO1787 (0.93)	Predicted DBD
ZM4	367387	367388	ZMO1787	9.55715	367279	tgt	+	108	ZMO1787 (0.93)	Predicted DBD
ZM4	370947	370948	ZMO1787	36.5955	371081	glf	+	-134	ZMO1787 (0.93)	Predicted DBD
ZM4	374006	374007	ZMO1787	598.813	374098	edd	+	-92	ZMO1787 (0.93)	Predicted DBD
ZM4	376013	376014	ZMO1787	37.8182	376054	glk	+	-41	ZMO1787 (0.93)	Predicted DBD
ZM4	379302	379303	ZMO1787	136.615	379203	ZMO1_ZMO0373	-	-99	ZMO1787 (0.93)	Predicted DBD
ZM4	385681	385682	ZMO1787	64.3344	385622	alkA	+	59	ZMO1787 (0.93)	Predicted DBD
ZM4	386305	386306	ZMO1787	302.853	386326	ZMO1_ZMO0378	+	-21	ZMO1787 (0.93)	Predicted DBD
ZM4	387021	387022	ZMO1787	41.5738	386832	ZMO1_ZMO0379	+	189	ZMO1787 (0.93)	Predicted DBD
ZM4	390379	390380	ZMO1787	27.7669	390350	ZMO1_ZMO0381	+	29	ZMO1787 (0.93)	Predicted DBD
ZM4	393212	393213	ZMO1787	139.326	393157	ZMO1_ZMO0388	+	55	ZMO1787 (0.93)	Predicted DBD
ZM4	393359	393360	ZMO1787	17.0624	393493	ZMO1_ZMO0389	+	-134	ZMO1787 (0.93)	Predicted DBD
ZM4	395799	395800	ZMO1787	85.179	395791	ZMO1_ZMO0392	+	8	ZMO1787 (0.93)	Predicted DBD
ZM4	397700	397701	ZMO1787	726.552	397833	ZMO1_ZMO0395	+	-133	ZMO1787 (0.93)	Predicted DBD
ZM4	407065	407066	ZMO1787	119.059	406965	ZMO1_ZMOt006	+	100	ZMO1787 (0.93)	Predicted DBD
ZM4	407715	407716	ZMO1787	138.238	407712	clpA	+	3	ZMO1787 (0.93)	Predicted DBD
ZM4	410979	410980	ZMO1787	272.813	410944	ZMO1_ZMO0406	-	-35	ZMO1787 (0.93)	Predicted DBD
ZM4	411056	411057	ZMO1787	229.212	411096	ZMO1_ZMO0407	+	-40	ZMO1787 (0.93)	Predicted DBD
ZM4	412211	412212	ZMO1787	24.7885	412023	argD	+	188	ZMO1787 (0.93)	Predicted DBD
ZM4	415452	415453	ZMO1787	51.5812	415312	gyrB1	+	140	ZMO1787 (0.93)	Predicted DBD
ZM4	420505	420506	ZMO1787	563.486	420599	ftsX	+	-94	ZMO1787 (0.93)	Predicted DBD
ZM4	421693	421694	ZMO1787	33.7377	421506	ZMO1_ZMO0418	+	187	ZMO1787 (0.93)	Predicted DBD
ZM4	427449	427450	ZMO1787	977.736	427419	sufC	+	30	ZMO1787 (0.93)	Predicted DBD
ZM4	428054	428055	ZMO1787	458.38	428168	sufD	+	-114	ZMO1787 (0.93)	Predicted DBD
ZM4	430902	430903	ZMO1787	31.3837	430973	ZMO1_ZMO0429	+	-71	ZMO1787 (0.93)	Predicted DBD
ZM4	433764	433765	ZMO1787	476.385	433911	rocF	-	147	ZMO1787 (0.93)	Predicted DBD
ZM4	435987	435988	ZMO1787	145.407	436033	ZMO1_ZMO0436	-	46	ZMO1787 (0.93)	Predicted DBD
ZM4	436861	436862	ZMO1787	7.02816	436667	rluC	+	194	ZMO1787 (0.93)	Predicted DBD
ZM4	437913	437914	ZMO1787	310.126	437901	ZMO1_ZMO0440	+	12	ZMO1787 (0.93)	Predicted DBD
ZM4	441078	441079	ZMO1787	361.916	441045	ZMO1_ZMO0444	+	33	ZMO1787 (0.93)	Predicted DBD
ZM4	442099	442100	ZMO1787	56.5002	442088	ZMO1_ZMO0445	+	11	ZMO1787 (0.93)	Predicted DBD
ZM4	445263	445264	ZMO1787	156.264	445109	ZMO1_ZMO0447	+	154	ZMO1787 (0.93)	Predicted DBD
ZM4	446924	446925	ZMO1787	507.276	446919	ZMO1_ZMO0449	+	5	ZMO1787 (0.93)	Predicted DBD
ZM4	447098	447099	ZMO1787	322.853	446919	ZMO1_ZMO0449	+	179	ZMO1787 (0.93)	Predicted DBD
ZM4	449303	449304	ZMO1787	17.0624	449257	engA	+	46	ZMO1787 (0.93)	Predicted DBD
ZM4	452624	452625	ZMO1787	229.198	452788	ZMO1_ZMO0456	+	-164	ZMO1787 (0.93)	Predicted DBD
ZM4	452795	452796	ZMO1787	632.222	452788	ZMO1_ZMO0456	+	7	ZMO1787 (0.93)	Predicted DBD
ZM4	460639	460640	ZMO1787	168.241	460611	tpiA	-	-28	ZMO1787 (0.93)	Predicted DBD
ZM4	466806	466807	ZMO1787	163.853	466804	ZMO1_ZMO0472	-	-2	ZMO1787 (0.93)	Predicted DBD
ZM4	469100	469101	ZMO1787	4.68337	469191	ribC	-	91	ZMO1787 (0.93)	Predicted DBD
ZM4	469274	469275	ZMO1787	444.941	469191	ribC	-	-83	ZMO1787 (0.93)	Predicted DBD
ZM4	470732	470733	ZMO1787	172.802	470814	ZMO1_ZMO0478	+	-82	ZMO1787 (0.93)	Predicted DBD
ZM4	480536	480537	ZMO1787	78.431	480502	ZMO1_ZMO0486	+	34	ZMO1787 (0.93)	Predicted DBD
ZM4	483510	483511	ZMO1787	37.0065	483539	ZMO1_ZMOt008	-	29	ZMO1787 (0.93)	Predicted DBD
ZM4	488285	488286	ZMO1787	146.766	488429	glnA	+	-144	ZMO1787 (0.93)	Predicted DBD
ZM4	488595	488596	ZMO1787	23.2675	488429	glnA	+	166	ZMO1787 (0.93)	Predicted DBD
ZM4	490217	490218	ZMO1787	260.176	490037	ZMO1_ZMO0494	+	180	ZMO1787 (0.93)	Predicted DBD
ZM4	497678	497679	ZMO1787	73.1495	497630	ZMO1_ZMO0496	-	-48	ZMO1787 (0.93)	Predicted DBD
ZM4	506841	506842	ZMO1787	9.25447	506689	ZMO1_ZMO0503	+	152	ZMO1787 (0.93)	Predicted DBD
ZM4	510632	510633	ZMO1787	13.9108	510432	ZMO1_ZMO0509	+	200	ZMO1787 (0.93)	Predicted DBD
ZM4	512890	512891	ZMO1787	524.899	512750	ZMO1_ZMO0511	+	140	ZMO1787 (0.93)	Predicted DBD
ZM4	515980	515981	ZMO1787	226.921	516150	rpsG	+	-170	ZMO1787 (0.93)	Predicted DBD
ZM4	516792	516793	ZMO1787	612.017	516679	ZMO1_ZMO0515	+	113	ZMO1787 (0.93)	Predicted DBD
ZM4	518998	518999	ZMO1787	60.2304	518855	ZMO1_ZMO0516	+	143	ZMO1787 (0.93)	Predicted DBD
ZM4	521628	521629	ZMO1787	84.442	521512	rplD	+	116	ZMO1787 (0.93)	Predicted DBD
ZM4	523405	523406	ZMO1787	71.4163	523283	ZMO1_ZMO2004	+	122	ZMO1787 (0.93)	Predicted DBD
ZM4	525774	525775	ZMO1787	189.047	525669	rplN	+	105	ZMO1787 (0.93)	Predicted DBD
ZM4	526036	526037	ZMO1787	335.336	526040	rplX	+	-4	ZMO1787 (0.93)	Predicted DBD
ZM4	527138	527139	ZMO1787	117.935	527291	rpsH	+	-153	ZMO1787 (0.93)	Predicted DBD
ZM4	529380	529381	ZMO1787	15.7198	529285	rpmD	+	95	ZMO1787 (0.93)	Predicted DBD
ZM4	533061	533062	ZMO1787	283.342	533249	rpsK	+	-188	ZMO1787 (0.93)	Predicted DBD
ZM4	535531	535532	ZMO1787	29.2331	535479	ZMO1_ZMOt009	+	52	ZMO1787 (0.93)	Predicted DBD
ZM4	540754	540755	ZMO1787	36.9015	540603	trpC	-	-151	ZMO1787 (0.93)	Predicted DBD
ZM4	545502	545503	ZMO1787	233.063	545618	ZMO1_ZMO0548	-	116	ZMO1787 (0.93)	Predicted DBD
ZM4	550293	550294	ZMO1787	172.039	550356	rbfA	-	63	ZMO1787 (0.93)	Predicted DBD
ZM4	553648	553649	ZMO1787	50.2281	553472	infB	-	-176	ZMO1787 (0.93)	Predicted DBD
ZM4	556428	556429	ZMO1787	1.7855	556453	ZMO1_ZMO0557	-	25	ZMO1787 (0.93)	Predicted DBD
ZM4	575497	575498	ZMO1787	30.9545	575639	ZMO1_ZMO0572	+	-142	ZMO1787 (0.93)	Predicted DBD
ZM4	588354	588355	ZMO1787	608.772	588463	trpA	-	109	ZMO1787 (0.93)	Predicted DBD
ZM4	589709	589710	ZMO1787	61.8663	589686	trpB	-	-23	ZMO1787 (0.93)	Predicted DBD
ZM4	591269	591270	ZMO1787	178.13	591141	pyrF	-	-128	ZMO1787 (0.93)	Predicted DBD
ZM4	593094	593095	ZMO1787	30.1127	592926	ZMO1_ZMO0590	+	168	ZMO1787 (0.93)	Predicted DBD
ZM4	593944	593945	ZMO1787	263.713	593866	ZMO1_ZMO0591	+	78	ZMO1787 (0.93)	Predicted DBD
ZM4	598569	598570	ZMO1787	245.327	598444	xerD	+	125	ZMO1787 (0.93)	Predicted DBD
ZM4	605117	605118	ZMO1787	36.699	605049	motB1	-	-68	ZMO1787 (0.93)	Predicted DBD
ZM4	605880	605881	ZMO1787	207.752	605964	motA1	-	84	ZMO1787 (0.93)	Predicted DBD
ZM4	607115	607116	ZMO1787	63.5173	607024	flgL	-	-91	ZMO1787 (0.93)	Predicted DBD
ZM4	610948	610949	ZMO1787	39.5536	610817	flgH	-	-131	ZMO1787 (0.93)	Predicted DBD
ZM4	611674	611675	ZMO1787	108.567	611610	flgG	-	-64	ZMO1787 (0.93)	Predicted DBD
ZM4	612331	612332	ZMO1787	345.929	612412	flgF	-	81	ZMO1787 (0.93)	Predicted DBD
ZM4	616029	616030	ZMO1787	98.5205	616162	motB2	+	-133	ZMO1787 (0.93)	Predicted DBD
ZM4	618196	618197	ZMO1787	30.9621	618042	flgM	+	154	ZMO1787 (0.93)	Predicted DBD
ZM4	619318	619319	ZMO1787	1052.27	619200	flhA	+	118	ZMO1787 (0.93)	Predicted DBD
ZM4	621378	621379	ZMO1787	94.9911	621324	flhG	+	54	ZMO1787 (0.93)	Predicted DBD
ZM4	623803	623804	ZMO1787	176.998	623756	ZMO1_ZMO0628	+	47	ZMO1787 (0.93)	Predicted DBD
ZM4	625297	625298	ZMO1787	155.993	625309	fliC	-	12	ZMO1787 (0.93)	Predicted DBD
ZM4	625951	625952	ZMO1787	806.56	626011	ZMO1_ZMO0631	+	-60	ZMO1787 (0.93)	Predicted DBD
ZM4	626154	626155	ZMO1787	26.3825	626011	ZMO1_ZMO0631	+	143	ZMO1787 (0.93)	Predicted DBD
ZM4	627617	627618	ZMO1787	520.738	627788	fliF	+	-171	ZMO1787 (0.93)	Predicted DBD
ZM4	627802	627803	ZMO1787	215.428	627788	fliF	+	14	ZMO1787 (0.93)	Predicted DBD
ZM4	631625	631626	ZMO1787	77.6728	631425	fliI	+	200	ZMO1787 (0.93)	Predicted DBD
ZM4	632798	632799	ZMO1787	521.727	632753	ZMO1_ZMO0638	+	45	ZMO1787 (0.93)	Predicted DBD
ZM4	636324	636325	ZMO1787	5.73866	636156	fliM	+	168	ZMO1787 (0.93)	Predicted DBD
ZM4	637451	637452	ZMO1787	13.3075	637468	fliO	+	-17	ZMO1787 (0.93)	Predicted DBD
ZM4	638768	638769	ZMO1787	234.823	638731	fliQ	+	37	ZMO1787 (0.93)	Predicted DBD
ZM4	639897	639898	ZMO1787	205.548	639807	flhB	+	90	ZMO1787 (0.93)	Predicted DBD
ZM4	641237	641238	ZMO1787	1173.85	641051	fliD	+	186	ZMO1787 (0.93)	Predicted DBD
ZM4	647845	647846	ZMO1787	195.098	647919	add1	+	-74	ZMO1787 (0.93)	Predicted DBD
ZM4	650207	650208	ZMO1787	90.343	650148	gpt	-	-59	ZMO1787 (0.93)	Predicted DBD
ZM4	658269	658270	ZMO1787	54.8873	658255	purB	-	-14	ZMO1787 (0.93)	Predicted DBD
ZM4	659424	659425	ZMO1787	83.0676	659233	ZMO1_ZMO0664	+	191	ZMO1787 (0.93)	Predicted DBD
ZM4	663248	663249	ZMO1787	269.339	663271	ZMO1_ZMO2005	+	-23	ZMO1787 (0.93)	Predicted DBD
ZM4	663718	663719	ZMO1787	608.772	663633	atpB	+	85	ZMO1787 (0.93)	Predicted DBD
ZM4	665340	665341	ZMO1787	359.041	665344	atpF	+	-4	ZMO1787 (0.93)	Predicted DBD
ZM4	671422	671423	ZMO1787	15.0647	671578	ZMO1_ZMO0676	-	156	ZMO1787 (0.93)	Predicted DBD
ZM4	673577	673578	ZMO1787	435.286	673450	tdsD	-	-127	ZMO1787 (0.93)	Predicted DBD
ZM4	673818	673819	ZMO1787	20.2033	673864	ZMO1_ZMO0680	+	-46	ZMO1787 (0.93)	Predicted DBD
ZM4	674013	674014	ZMO1787	275.837	673864	ZMO1_ZMO0680	+	149	ZMO1787 (0.93)	Predicted DBD
ZM4	680862	680863	ZMO1787	53.9932	680698	ZMO1_ZMO0684	+	164	ZMO1787 (0.93)	Predicted DBD
ZM4	687331	687332	ZMO1787	597.981	687443	gfo	-	112	ZMO1787 (0.93)	Predicted DBD
ZM4	689235	689236	ZMO1787	143.84	689411	gid	-	176	ZMO1787 (0.93)	Predicted DBD
ZM4	692880	692881	ZMO1787	79.3078	692731	ZMO1_ZMO0693	-	-149	ZMO1787 (0.93)	Predicted DBD
ZM4	693653	693654	ZMO1787	251.271	693720	ZMO1_ZMO0694	-	67	ZMO1787 (0.93)	Predicted DBD
ZM4	693807	693808	ZMO1787	17.7157	693720	ZMO1_ZMO0694	-	-87	ZMO1787 (0.93)	Predicted DBD
ZM4	693995	693996	ZMO1787	29.7265	694165	ZMO1_ZMOt011	+	-170	ZMO1787 (0.93)	Predicted DBD
ZM4	698723	698724	ZMO1787	86.087	698813	sugE	-	90	ZMO1787 (0.93)	Predicted DBD
ZM4	698949	698950	ZMO1787	25.9726	698813	sugE	-	-136	ZMO1787 (0.93)	Predicted DBD
ZM4	703998	703999	ZMO1787	158.252	703910	ZMO1_ZMO0705	+	88	ZMO1787 (0.93)	Predicted DBD
ZM4	707628	707629	ZMO1787	67.4276	707657	ZMO1_ZMO0710	+	-29	ZMO1787 (0.93)	Predicted DBD
ZM4	707815	707816	ZMO1787	13.7881	707657	ZMO1_ZMO0710	+	158	ZMO1787 (0.93)	Predicted DBD
ZM4	711772	711773	ZMO1787	32.7789	711898	ppx	+	-126	ZMO1787 (0.93)	Predicted DBD
ZM4	716579	716580	ZMO1787	88.1183	716599	ZMO1_ZMO0716	+	-20	ZMO1787 (0.93)	Predicted DBD
ZM4	723827	723828	ZMO1787	295.758	724005	ZMO1_ZMOt013	+	-178	ZMO1787 (0.93)	Predicted DBD
ZM4	725347	725348	ZMO1787	69.6974	725455	rplA	+	-108	ZMO1787 (0.93)	Predicted DBD
ZM4	727071	727072	ZMO1787	259.829	726994	rplL	+	77	ZMO1787 (0.93)	Predicted DBD
ZM4	727563	727564	ZMO1787	742.921	727750	ZMO1_ZMO2053	-	187	ZMO1787 (0.93)	Predicted DBD
ZM4	741822	741823	ZMO1787	14.6739	741785	ZMO1_ZMO0739	-	-37	ZMO1787 (0.93)	Predicted DBD
ZM4	742579	742580	ZMO1787	1314.11	742610	prfC	+	-31	ZMO1787 (0.93)	Predicted DBD
ZM4	745189	745190	ZMO1787	366.327	745276	ZMO1_ZMO0745	+	-87	ZMO1787 (0.93)	Predicted DBD
ZM4	747120	747121	ZMO1787	235.236	747007	ZMO1_ZMO0747	+	113	ZMO1787 (0.93)	Predicted DBD
ZM4	751876	751877	ZMO1787	106.592	751932	ZMO1_ZMO0753	+	-56	ZMO1787 (0.93)	Predicted DBD
ZM4	752329	752330	ZMO1787	305.615	752224	ZMO1_ZMO0754	+	105	ZMO1787 (0.93)	Predicted DBD
ZM4	753910	753911	ZMO1787	195.348	754022	ZMO1_ZMO0756	-	112	ZMO1787 (0.93)	Predicted DBD
ZM4	755776	755777	ZMO1787	903.767	755897	dhbB	-	121	ZMO1787 (0.93)	Predicted DBD
ZM4	759056	759057	ZMO1787	16.3858	759111	ZMO1_ZMO0764	-	55	ZMO1787 (0.93)	Predicted DBD
ZM4	759552	759553	ZMO1787	70.8418	759375	thrS	+	177	ZMO1787 (0.93)	Predicted DBD
ZM4	761325	761326	ZMO1787	98.17	761368	glnD	+	-43	ZMO1787 (0.93)	Predicted DBD
ZM4	773288	773289	ZMO1787	137.392	773351	ZMO1_ZMO0778	+	-63	ZMO1787 (0.93)	Predicted DBD
ZM4	785258	785259	ZMO1787	30.1032	785341	ZMO1_ZMO0787	+	-83	ZMO1787 (0.93)	Predicted DBD
ZM4	800786	800787	ZMO1787	648.018	800765	ZMO1_ZMO0797	-	-21	ZMO1787 (0.93)	Predicted DBD
ZM4	802580	802581	ZMO1787	277.139	802408	ZMO1_ZMO0798	-	-172	ZMO1787 (0.93)	Predicted DBD
ZM4	803702	803703	ZMO1787	407.9	803535	ZMO1_ZMO0799	-	-167	ZMO1787 (0.93)	Predicted DBD
ZM4	811204	811205	ZMO1787	165.222	811391	ZMO1_ZMO0805	-	187	ZMO1787 (0.93)	Predicted DBD
ZM4	811396	811397	ZMO1787	28.2	811391	ZMO1_ZMO0805	-	-5	ZMO1787 (0.93)	Predicted DBD
ZM4	815814	815815	ZMO1787	42.3117	815682	truA	-	-132	ZMO1787 (0.93)	Predicted DBD
ZM4	817249	817250	ZMO1787	39.4693	817350	defA	+	-101	ZMO1787 (0.93)	Predicted DBD
ZM4	817867	817868	ZMO1787	64.6264	817968	rmuC	+	-101	ZMO1787 (0.93)	Predicted DBD
ZM4	819813	819814	ZMO1787	84.7722	820002	ZMO1_ZMO2056	-	189	ZMO1787 (0.93)	Predicted DBD
ZM4	821025	821026	ZMO1787	50.858	820826	ugd	+	199	ZMO1787 (0.93)	Predicted DBD
ZM4	830334	830335	ZMO1787	433.44	830520	murE	+	-186	ZMO1787 (0.93)	Predicted DBD
ZM4	850179	850180	ZMO1787	64.859	850198	argS	+	-19	ZMO1787 (0.93)	Predicted DBD
ZM4	851912	851913	ZMO1787	265.004	851926	ZMO1_ZMO0844	+	-14	ZMO1787 (0.93)	Predicted DBD
ZM4	865924	865925	ZMO1787	8.88017	865732	queA	-	-192	ZMO1787 (0.93)	Predicted DBD
ZM4	867383	867384	ZMO1787	203.31	867375	coaD	-	-8	ZMO1787 (0.93)	Predicted DBD
ZM4	871196	871197	ZMO1787	51.2509	871325	ffs	+	-129	ZMO1787 (0.93)	Predicted DBD
ZM4	875030	875031	ZMO1787	602.292	875098	cdd	-	68	ZMO1787 (0.93)	Predicted DBD
ZM4	879112	879113	ZMO1787	32.8056	879105	hpnB	+	7	ZMO1787 (0.93)	Predicted DBD
ZM4	880968	880969	ZMO1787	40.4089	881101	hpnD	+	-133	ZMO1787 (0.93)	Predicted DBD
ZM4	881250	881251	ZMO1787	332.952	881101	hpnD	+	149	ZMO1787 (0.93)	Predicted DBD
ZM4	881900	881901	ZMO1787	67.4276	881973	hpnE	+	-73	ZMO1787 (0.93)	Predicted DBD
ZM4	888618	888619	ZMO1787	78.0443	888637	hpnM	+	-19	ZMO1787 (0.93)	Predicted DBD
ZM4	895348	895349	ZMO1787	38.5379	895529	rplM	-	181	ZMO1787 (0.93)	Predicted DBD
ZM4	895905	895906	ZMO1787	6.77201	895859	ZMO1_ZMO0885	+	46	ZMO1787 (0.93)	Predicted DBD
ZM4	896640	896641	ZMO1787	5.30608	896838	ZMO1_ZMO0886	-	198	ZMO1787 (0.93)	Predicted DBD
ZM4	896799	896800	ZMO1787	4.54982	896838	ZMO1_ZMO0886	-	39	ZMO1787 (0.93)	Predicted DBD
ZM4	900995	900996	ZMO1787	96.8946	901105	lysK	-	110	ZMO1787 (0.93)	Predicted DBD
ZM4	909763	909764	ZMO1787	131.739	909963	gltX1	+	-200	ZMO1787 (0.93)	Predicted DBD
ZM4	915550	915551	ZMO1787	127.547	915734	leuA	-	184	ZMO1787 (0.93)	Predicted DBD
ZM4	927056	927057	ZMO1787	217.876	926957	ZMO1_ZMO0911	+	99	ZMO1787 (0.93)	Predicted DBD
ZM4	932187	932188	ZMO1787	50.7386	932379	folD	-	192	ZMO1787 (0.93)	Predicted DBD
ZM4	934696	934697	ZMO1787	191.423	934825	ZMO1_ZMO0916	+	-129	ZMO1787 (0.93)	Predicted DBD
ZM4	937246	937247	ZMO1787	470.482	937203	katE	+	43	ZMO1787 (0.93)	Predicted DBD
ZM4	938808	938809	ZMO1787	122.295	938805	ZMO1_ZMO0919	+	3	ZMO1787 (0.93)	Predicted DBD
ZM4	942382	942383	ZMO1787	803.716	942388	ZMO1_ZMO0921	+	-6	ZMO1787 (0.93)	Predicted DBD
ZM4	943525	943526	ZMO1787	634.867	943564	ZMO1_ZMO0922	+	-39	ZMO1787 (0.93)	Predicted DBD
ZM4	951154	951155	ZMO1787	262.413	951120	aat	-	-34	ZMO1787 (0.93)	Predicted DBD
ZM4	953675	953676	ZMO1787	3.90376	953651	zliS	-	-24	ZMO1787 (0.93)	Predicted DBD
ZM4	953995	953996	ZMO1787	18.6284	954115	zliE	-	120	ZMO1787 (0.93)	Predicted DBD
ZM4	954188	954189	ZMO1787	1022.6	954115	zliE	-	-73	ZMO1787 (0.93)	Predicted DBD
ZM4	970804	970805	ZMO1787	95.2164	970956	ZMO1_ZMO0950	-	152	ZMO1787 (0.93)	Predicted DBD
ZM4	972229	972230	ZMO1787	900.196	972262	ZMO1_ZMO0952	-	33	ZMO1787 (0.93)	Predicted DBD
ZM4	972389	972390	ZMO1787	149.647	972262	ZMO1_ZMO0952	-	-127	ZMO1787 (0.93)	Predicted DBD
ZM4	979503	979504	ZMO1787	42.3117	979631	nagA	-	128	ZMO1787 (0.93)	Predicted DBD
ZM4	980147	980148	ZMO1787	27.1933	980336	ZMO1_ZMO0963	-	189	ZMO1787 (0.93)	Predicted DBD
ZM4	996674	996675	ZMO1787	859.204	996676	ZMO1_ZMO0978	-	2	ZMO1787 (0.93)	Predicted DBD
ZM4	1001805	1001806	ZMO1787	15.7198	1001989	ZMO1_ZMO0981	-	184	ZMO1787 (0.93)	Predicted DBD
ZM4	1001893	1001894	ZMO1787	10.5131	1001989	ZMO1_ZMO0981	-	96	ZMO1787 (0.93)	Predicted DBD
ZM4	1005355	1005356	ZMO1787	582.958	1005272	ZMO1_ZMO0983	-	-83	ZMO1787 (0.93)	Predicted DBD
ZM4	1021511	1021512	ZMO1787	118.017	1021678	glmM	+	-167	ZMO1787 (0.93)	Predicted DBD
ZM4	1025706	1025707	ZMO1787	755.564	1025821	folP	+	-115	ZMO1787 (0.93)	Predicted DBD
ZM4	1029738	1029739	ZMO1787	23.8936	1029622	ZMO1_ZMO1009	+	116	ZMO1787 (0.93)	Predicted DBD
ZM4	1035000	1035001	ZMO1787	391.428	1035038	ZMO1_ZMO1016	-	38	ZMO1787 (0.93)	Predicted DBD
ZM4	1035973	1035974	ZMO1787	49.3487	1035840	ZMO1_ZMO1017	-	-133	ZMO1787 (0.93)	Predicted DBD
ZM4	1037032	1037033	ZMO1787	157.548	1036937	ZMO1_ZMO1018	-	-95	ZMO1787 (0.93)	Predicted DBD
ZM4	1042625	1042626	ZMO1787	155.525	1042752	nrdD	+	-127	ZMO1787 (0.93)	Predicted DBD
ZM4	1045793	1045794	ZMO1787	28.8425	1045665	ZMO1_ZMO1029	+	128	ZMO1787 (0.93)	Predicted DBD
ZM4	1046693	1046694	ZMO1787	8.88017	1046627	ZMO1_ZMO1030	+	66	ZMO1787 (0.93)	Predicted DBD
ZM4	1058521	1058522	ZMO1787	57.0037	1058719	ZMO1_ZMOt023	+	-198	ZMO1787 (0.93)	Predicted DBD
ZM4	1060521	1060522	ZMO1787	90.5978	1060502	ZMO1_ZMO1042	-	-19	ZMO1787 (0.93)	Predicted DBD
ZM4	1063820	1063821	ZMO1787	82.6231	1063770	pstS	+	50	ZMO1787 (0.93)	Predicted DBD
ZM4	1064838	1064839	ZMO1787	505.213	1064905	pstC	+	-67	ZMO1787 (0.93)	Predicted DBD
ZM4	1071667	1071668	ZMO1787	129.638	1071594	ZMO1_ZMO1055	+	73	ZMO1787 (0.93)	Predicted DBD
ZM4	1075428	1075429	ZMO1787	198.521	1075485	ZMO1_ZMO1059	+	-57	ZMO1787 (0.93)	Predicted DBD
ZM4	1076605	1076606	ZMO1787	5.96036	1076596	sod	-	-9	ZMO1787 (0.93)	Predicted DBD
ZM4	1076793	1076794	ZMO1787	302.918	1076596	sod	-	-197	ZMO1787 (0.93)	Predicted DBD
ZM4	1077948	1077949	ZMO1787	12.1657	1077887	pspF	-	-61	ZMO1787 (0.93)	Predicted DBD
ZM4	1078479	1078480	ZMO1787	468.459	1078584	pspA	+	-105	ZMO1787 (0.93)	Predicted DBD
ZM4	1098803	1098804	ZMO1787	19.8743	1098857	celA	+	-54	ZMO1787 (0.93)	Predicted DBD
ZM4	1107673	1107674	ZMO1787	176.388	1107844	mazG	+	-171	ZMO1787 (0.93)	Predicted DBD
ZM4	1115441	1115442	ZMO1787	223.62	1115389	addA	-	-52	ZMO1787 (0.93)	Predicted DBD
ZM4	1132120	1132121	ZMO1787	232.732	1131971	bacA	+	149	ZMO1787 (0.93)	Predicted DBD
ZM4	1132918	1132919	ZMO1787	66.8642	1132932	gltD	+	-14	ZMO1787 (0.93)	Predicted DBD
ZM4	1139010	1139011	ZMO1787	119.267	1139181	ZMO1_ZMO1118	+	-171	ZMO1787 (0.93)	Predicted DBD
ZM4	1145471	1145472	ZMO1787	35.3415	1145467	ntrY	-	-4	ZMO1787 (0.93)	Predicted DBD
ZM4	1146815	1146816	ZMO1787	5.96036	1146950	nifR3	-	135	ZMO1787 (0.93)	Predicted DBD
ZM4	1146921	1146922	ZMO1787	33.1657	1146950	nifR3	-	29	ZMO1787 (0.93)	Predicted DBD
ZM4	1148411	1148412	ZMO1787	146.009	1148256	ZMO1_ZMO1129	+	155	ZMO1787 (0.93)	Predicted DBD
ZM4	1150170	1150171	ZMO1787	80.763	1150134	ZMO1_ZMO1131	-	-36	ZMO1787 (0.93)	Predicted DBD
ZM4	1154060	1154061	ZMO1787	188.264	1154148	ZMO1_ZMO1135	-	88	ZMO1787 (0.93)	Predicted DBD
ZM4	1157056	1157057	ZMO1787	44.7339	1157023	serB	-	-33	ZMO1787 (0.93)	Predicted DBD
